IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
8.221.143.218,587,443,true,NRT,Asia Pacific,JP,Tokyo,80,2.66
139.129.25.209,80,80,false,NRT,Asia Pacific,JP,Tokyo,56,2.58
152.70.101.24,16061,443,true,NRT,Asia Pacific,JP,Tokyo,198,1.97
3.112.21.102,443,443,true,NRT,Asia Pacific,JP,Tokyo,82,1.95
152.70.101.24,16993,443,true,NRT,Asia Pacific,JP,Tokyo,198,1.47
185.184.223.47,443,443,true,NRT,Asia Pacific,JP,Tokyo,79,1.35
8.221.142.97,587,443,true,NRT,Asia Pacific,JP,Tokyo,80,1.32
35.77.126.144,443,443,true,NRT,Asia Pacific,JP,Tokyo,81,1.31
152.70.101.24,16099,443,true,NRT,Asia Pacific,JP,Tokyo,79,1.22
152.70.101.24,16072,443,true,NRT,Asia Pacific,JP,Tokyo,82,1.21
176.119.150.174,10000,443,true,NRT,Asia Pacific,JP,Tokyo,78,1.16
8.216.121.234,51922,443,true,NRT,Asia Pacific,JP,Tokyo,81,0.60
152.70.101.24,16055,443,true,NRT,Asia Pacific,JP,Tokyo,197,0.50
43.206.192.211,443,443,true,NRT,Asia Pacific,JP,Tokyo,82,0.34
185.65.149.44,443,443,true,SJC,North America,US,San Jose,188,0.25
213.218.254.248,8443,443,true,NRT,Asia Pacific,JP,Tokyo,298,0.19
107.155.15.87,60881,80,false,NRT,Asia Pacific,JP,Tokyo,201,0.09
13.230.34.30,443,443,true,NRT,Asia Pacific,JP,Tokyo,84,0.00
152.70.101.24,16038,443,true,NRT,Asia Pacific,JP,Tokyo,93,0.00
152.70.101.24,16087,443,true,NRT,Asia Pacific,JP,Tokyo,85,0.00
47.79.35.80,443,443,true,NRT,Asia Pacific,JP,Tokyo,81,0.00
54.199.222.232,443,443,true,NRT,Asia Pacific,JP,Tokyo,79,0.00
38.180.29.115,443,443,true,NRT,Asia Pacific,JP,Tokyo,85,0.00
8.222.132.249,10036,443,true,SIN,Asia Pacific,SG,Singapore,64,8.90
123.57.222.190,80,80,false,SIN,Asia Pacific,SG,Singapore,58,8.08
47.236.51.144,443,443,true,SIN,Asia Pacific,SG,Singapore,68,7.40
140.245.107.102,443,443,true,SIN,Asia Pacific,SG,Singapore,223,6.63
193.123.226.106,443,443,true,SIN,Asia Pacific,SG,Singapore,145,5.84
158.180.65.147,443,443,true,SIN,Asia Pacific,SG,Singapore,137,5.16
150.230.223.119,443,443,true,SIN,Asia Pacific,SG,Singapore,224,4.32
132.226.13.201,443,443,true,SIN,Asia Pacific,SG,Singapore,224,3.89
8.222.213.91,587,443,true,SIN,Asia Pacific,SG,Singapore,69,3.84
3.0.50.69,443,443,true,SIN,Asia Pacific,SG,Singapore,69,3.79
152.69.229.233,443,443,true,SIN,Asia Pacific,SG,Singapore,132,3.76
8.222.218.103,443,443,true,SIN,Asia Pacific,SG,Singapore,69,3.75
152.70.96.90,443,443,true,SIN,Asia Pacific,SG,Singapore,225,3.33
8.222.255.87,443,443,true,SIN,Asia Pacific,SG,Singapore,71,3.29
47.236.80.212,587,443,true,SIN,Asia Pacific,SG,Singapore,74,3.10
140.83.33.255,443,443,true,SIN,Asia Pacific,SG,Singapore,225,2.93
158.180.94.222,443,443,true,SIN,Asia Pacific,SG,Singapore,145,2.83
138.2.15.250,443,443,true,SIN,Asia Pacific,SG,Singapore,114,2.70
138.2.115.66,443,443,true,SIN,Asia Pacific,SG,Singapore,131,2.62
8.222.234.182,587,443,true,SIN,Asia Pacific,SG,Singapore,65,2.48
168.138.165.174,443,443,true,SIN,Asia Pacific,SG,Singapore,72,2.48
8.219.182.42,443,443,true,SIN,Asia Pacific,SG,Singapore,110,2.45
193.122.125.89,443,443,true,SIN,Asia Pacific,SG,Singapore,148,2.31
175.41.171.57,443,443,true,SIN,Asia Pacific,SG,Singapore,82,2.12
144.24.82.181,443,443,true,SIN,Asia Pacific,SG,Singapore,137,2.10
8.219.149.96,443,443,true,SIN,Asia Pacific,SG,Singapore,112,2.09
3.0.160.105,443,443,true,SIN,Asia Pacific,SG,Singapore,73,2.06
152.69.230.113,443,443,true,SIN,Asia Pacific,SG,Singapore,142,2.03
54.255.222.61,443,443,true,SIN,Asia Pacific,SG,Singapore,75,1.94
146.56.119.182,443,443,true,SIN,Asia Pacific,SG,Singapore,132,1.87
144.24.95.183,443,443,true,SIN,Asia Pacific,SG,Singapore,136,1.82
43.128.95.110,40029,443,true,SIN,Asia Pacific,SG,Singapore,205,1.77
146.56.135.87,443,443,true,SIN,Asia Pacific,SG,Singapore,166,1.67
123.57.212.240,80,80,false,SIN,Asia Pacific,SG,Singapore,56,1.60
8.222.181.208,443,443,true,SIN,Asia Pacific,SG,Singapore,77,1.49
129.154.198.128,443,443,true,SIN,Asia Pacific,SG,Singapore,148,1.47
8.219.246.79,443,443,true,SIN,Asia Pacific,SG,Singapore,111,1.18
43.156.253.94,443,443,true,SIN,Asia Pacific,SG,Singapore,202,1.03
13.250.131.37,443,443,true,SIN,Asia Pacific,SG,Singapore,71,0.91
8.222.165.104,443,443,true,SIN,Asia Pacific,SG,Singapore,77,0.87
13.250.14.76,443,443,true,SIN,Asia Pacific,SG,Singapore,62,0.81
54.151.152.108,443,443,true,SIN,Asia Pacific,SG,Singapore,67,0.52
47.236.252.30,587,443,true,SIN,Asia Pacific,SG,Singapore,79,0.51
54.254.52.56,443,443,true,SIN,Asia Pacific,SG,Singapore,65,0.50
132.226.238.73,443,443,true,SIN,Asia Pacific,SG,Singapore,165,0.48
8.222.178.214,6666,443,true,SIN,Asia Pacific,SG,Singapore,71,0.31
43.156.181.203,443,443,true,SIN,Asia Pacific,SG,Singapore,210,0.24
52.74.101.26,443,443,true,SIN,Asia Pacific,SG,Singapore,77,0.22
150.109.24.233,6666,443,true,SIN,Asia Pacific,SG,Singapore,202,0.11
35.201.203.106,443,443,true,TPE,Asia Pacific,TW,Taipei,207,15.42
35.194.136.11,12346,443,true,TPE,Asia Pacific,TW,Taipei,274,6.66
83.147.13.199,80,80,false,TPE,Asia Pacific,TW,Taipei,305,5.54
