IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
121.168.61.156,18059,443,true,FUK,Asia Pacific,JP,Fukuoka,130,1.68
61.74.161.20,33060,443,true,FUK,Asia Pacific,JP,Fukuoka,148,1.67
119.193.12.243,12265,443,true,FUK,Asia Pacific,JP,Fukuoka,162,1.67
119.194.79.217,21379,443,true,FUK,Asia Pacific,JP,Fukuoka,160,1.66
222.99.156.159,31337,443,true,FUK,Asia Pacific,JP,Fukuoka,134,1.66
222.104.240.250,12019,443,true,FUK,Asia Pacific,JP,Fukuoka,128,1.65
119.193.12.243,10007,443,true,FUK,Asia Pacific,JP,Fukuoka,162,1.65
175.195.92.72,20880,443,true,FUK,Asia Pacific,JP,Fukuoka,129,1.63
59.1.154.39,12483,443,true,FUK,Asia Pacific,JP,Fukuoka,132,1.62
119.193.12.243,12357,443,true,FUK,Asia Pacific,JP,Fukuoka,158,1.62
121.162.14.67,12150,443,true,FUK,Asia Pacific,JP,Fukuoka,139,1.62
220.76.88.39,11112,443,true,FUK,Asia Pacific,JP,Fukuoka,132,1.61
14.54.36.172,39522,80,false,FUK,Asia Pacific,JP,Fukuoka,137,1.59
125.140.167.153,12491,443,true,FUK,Asia Pacific,JP,Fukuoka,140,1.59
125.140.167.153,12307,443,true,FUK,Asia Pacific,JP,Fukuoka,146,1.59
220.77.18.195,16831,443,true,FUK,Asia Pacific,JP,Fukuoka,153,1.59
125.140.167.153,12265,443,true,FUK,Asia Pacific,JP,Fukuoka,136,1.58
14.32.158.138,12408,443,true,FUK,Asia Pacific,JP,Fukuoka,149,1.57
220.76.142.231,18101,443,true,FUK,Asia Pacific,JP,Fukuoka,133,1.55
121.178.203.170,21308,443,true,FUK,Asia Pacific,JP,Fukuoka,130,1.55
220.85.254.226,12390,443,true,FUK,Asia Pacific,JP,Fukuoka,150,1.55
121.175.158.112,36501,443,true,FUK,Asia Pacific,JP,Fukuoka,124,1.55
121.168.61.156,28443,443,true,FUK,Asia Pacific,JP,Fukuoka,140,1.54
220.120.172.116,10093,443,true,FUK,Asia Pacific,JP,Fukuoka,146,1.54
125.135.222.241,14903,443,true,FUK,Asia Pacific,JP,Fukuoka,130,1.53
112.165.41.122,11288,443,true,FUK,Asia Pacific,JP,Fukuoka,131,1.53
59.26.208.19,16067,443,true,FUK,Asia Pacific,JP,Fukuoka,137,1.52
220.125.55.47,24472,443,true,FUK,Asia Pacific,JP,Fukuoka,138,1.51
61.77.102.56,16058,80,false,FUK,Asia Pacific,JP,Fukuoka,146,1.51
222.97.200.37,12329,443,true,FUK,Asia Pacific,JP,Fukuoka,118,1.51
119.193.12.243,12182,443,true,FUK,Asia Pacific,JP,Fukuoka,158,1.50
61.85.179.46,34722,443,true,FUK,Asia Pacific,JP,Fukuoka,124,1.50
119.193.12.243,12450,443,true,FUK,Asia Pacific,JP,Fukuoka,180,1.50
121.131.179.202,21235,443,true,FUK,Asia Pacific,JP,Fukuoka,142,1.49
210.178.75.228,12615,443,true,FUK,Asia Pacific,JP,Fukuoka,133,1.48
112.168.35.73,12601,443,true,FUK,Asia Pacific,JP,Fukuoka,130,1.48
128.134.185.230,12285,443,true,FUK,Asia Pacific,JP,Fukuoka,128,1.47
121.143.87.212,12382,443,true,FUK,Asia Pacific,JP,Fukuoka,129,1.47
128.134.185.230,33222,443,true,FUK,Asia Pacific,JP,Fukuoka,128,1.47
222.99.156.159,12322,443,true,FUK,Asia Pacific,JP,Fukuoka,147,1.46
175.208.210.207,12217,443,true,FUK,Asia Pacific,JP,Fukuoka,129,1.45
121.151.82.205,12420,443,true,FUK,Asia Pacific,JP,Fukuoka,129,1.45
183.104.92.31,32222,443,true,FUK,Asia Pacific,JP,Fukuoka,123,1.45
125.139.177.219,12331,443,true,FUK,Asia Pacific,JP,Fukuoka,136,1.40
220.126.11.89,12537,443,true,FUK,Asia Pacific,JP,Fukuoka,145,1.40
14.48.96.104,12340,443,true,FUK,Asia Pacific,JP,Fukuoka,129,1.39
119.193.12.243,12134,443,true,FUK,Asia Pacific,JP,Fukuoka,160,1.38
61.74.161.20,30104,443,true,FUK,Asia Pacific,JP,Fukuoka,151,1.34
118.41.59.28,12589,443,true,FUK,Asia Pacific,JP,Fukuoka,125,1.34
121.182.150.197,12371,443,true,FUK,Asia Pacific,JP,Fukuoka,124,1.33
14.32.158.138,12234,443,true,FUK,Asia Pacific,JP,Fukuoka,127,1.30
121.139.118.59,10393,443,true,FUK,Asia Pacific,JP,Fukuoka,126,1.30
119.193.12.243,12191,443,true,FUK,Asia Pacific,JP,Fukuoka,169,1.29
221.144.118.105,10052,443,true,FUK,Asia Pacific,JP,Fukuoka,129,1.29
121.175.63.10,20512,443,true,FUK,Asia Pacific,JP,Fukuoka,131,1.26
218.148.106.45,20880,443,true,FUK,Asia Pacific,JP,Fukuoka,134,1.25
218.145.234.206,18012,443,true,FUK,Asia Pacific,JP,Fukuoka,138,1.24
119.193.12.243,12522,443,true,FUK,Asia Pacific,JP,Fukuoka,167,1.20
220.71.190.40,18056,443,true,FUK,Asia Pacific,JP,Fukuoka,135,1.17
220.126.105.22,30006,443,true,FUK,Asia Pacific,JP,Fukuoka,135,1.16
125.137.196.179,12349,443,true,FUK,Asia Pacific,JP,Fukuoka,125,1.15
121.191.9.243,16075,443,true,FUK,Asia Pacific,JP,Fukuoka,133,1.13
118.40.58.144,16045,443,true,FUK,Asia Pacific,JP,Fukuoka,134,1.11
121.187.93.32,11288,443,true,FUK,Asia Pacific,JP,Fukuoka,132,1.07
14.63.70.104,12550,443,true,FUK,Asia Pacific,JP,Fukuoka,140,0.99
118.37.74.210,12485,443,true,FUK,Asia Pacific,JP,Fukuoka,141,0.99
119.193.12.243,35322,8443,true,FUK,Asia Pacific,JP,Fukuoka,174,0.91
211.236.108.202,16067,443,true,FUK,Asia Pacific,JP,Fukuoka,135,0.90
121.129.91.180,12456,443,true,FUK,Asia Pacific,JP,Fukuoka,134,0.86
222.104.118.235,38080,443,true,FUK,Asia Pacific,JP,Fukuoka,167,0.81
175.202.134.97,35100,443,true,FUK,Asia Pacific,JP,Fukuoka,140,0.78
222.104.118.235,18086,443,true,FUK,Asia Pacific,JP,Fukuoka,168,0.68
125.137.82.71,14084,443,true,FUK,Asia Pacific,JP,Fukuoka,123,0.64
125.134.169.165,12173,443,true,FUK,Asia Pacific,JP,Fukuoka,130,0.51
175.193.164.4,12495,80,false,FUK,Asia Pacific,JP,Fukuoka,153,0.49
59.26.204.175,12297,80,false,FUK,Asia Pacific,JP,Fukuoka,143,0.39
121.131.32.160,12150,443,true,FUK,Asia Pacific,JP,Fukuoka,150,0.29
183.104.1.110,12361,80,false,FUK,Asia Pacific,JP,Fukuoka,126,0.13
121.171.222.174,12416,443,true,FUK,Asia Pacific,JP,Fukuoka,143,0.08
121.146.126.247,30011,443,true,FUK,Asia Pacific,JP,Fukuoka,153,0.04
121.146.126.247,12541,443,true,FUK,Asia Pacific,JP,Fukuoka,151,0.03
118.35.128.133,10023,443,true,FUK,Asia Pacific,JP,Fukuoka,143,0.00
220.126.11.89,12477,443,true,FUK,Asia Pacific,JP,Fukuoka,139,0.00
175.215.138.134,37722,443,true,FUK,Asia Pacific,JP,Fukuoka,124,0.00
210.178.81.61,16039,443,true,FUK,Asia Pacific,JP,Fukuoka,144,0.00
222.113.18.218,12229,443,true,FUK,Asia Pacific,JP,Fukuoka,142,0.00
14.43.108.144,12520,443,true,FUK,Asia Pacific,JP,Fukuoka,117,0.00
221.165.128.234,37522,443,true,FUK,Asia Pacific,JP,Fukuoka,130,0.00
119.205.15.124,10090,443,true,FUK,Asia Pacific,JP,Fukuoka,136,0.00
183.104.5.134,12513,443,true,FUK,Asia Pacific,JP,Fukuoka,127,0.00
220.119.1.154,20256,443,true,FUK,Asia Pacific,JP,Fukuoka,120,0.00
112.165.97.220,17082,443,true,FUK,Asia Pacific,JP,Fukuoka,127,0.00
121.182.150.197,12589,443,true,FUK,Asia Pacific,JP,Fukuoka,129,0.00
119.202.158.65,16016,443,true,FUK,Asia Pacific,JP,Fukuoka,126,0.00
121.128.161.235,10209,443,true,FUK,Asia Pacific,JP,Fukuoka,128,0.00
211.195.201.87,38322,443,true,FUK,Asia Pacific,JP,Fukuoka,130,0.00
59.20.51.125,12250,443,true,FUK,Asia Pacific,JP,Fukuoka,113,0.00
121.175.158.112,12221,443,true,FUK,Asia Pacific,JP,Fukuoka,120,0.00
121.128.161.235,12408,443,true,FUK,Asia Pacific,JP,Fukuoka,165,0.00
119.193.12.243,39422,443,true,FUK,Asia Pacific,JP,Fukuoka,158,0.00
220.126.105.22,30004,443,true,FUK,Asia Pacific,JP,Fukuoka,128,0.00
211.230.167.207,11210,443,true,FUK,Asia Pacific,JP,Fukuoka,136,0.00
125.135.123.97,21241,443,true,FUK,Asia Pacific,JP,Fukuoka,139,0.00
211.105.173.218,12123,443,true,FUK,Asia Pacific,JP,Fukuoka,133,0.00
125.140.167.153,20100,443,true,FUK,Asia Pacific,JP,Fukuoka,134,0.00
8.212.48.236,443,443,true,HKG,Asia Pacific,HK,Hong Kong,46,17.14
46.232.54.128,53822,443,true,HKG,Asia Pacific,HK,Hong Kong,35,14.44
149.104.24.14,8443,443,true,HKG,Asia Pacific,HK,Hong Kong,59,13.04
8.212.44.95,443,443,true,HKG,Asia Pacific,HK,Hong Kong,35,11.54
141.11.217.127,80,80,false,HKG,Asia Pacific,HK,Hong Kong,59,10.65
38.207.129.34,35333,443,true,HKG,Asia Pacific,HK,Hong Kong,178,10.21
206.237.1.59,11563,443,true,HKG,Asia Pacific,HK,Hong Kong,65,9.65
103.148.72.147,1443,443,true,HKG,Asia Pacific,HK,Hong Kong,60,9.14
83.229.123.36,8443,443,true,HKG,Asia Pacific,HK,Hong Kong,59,8.64
219.79.67.70,9000,443,true,HKG,Asia Pacific,HK,Hong Kong,184,7.17
47.236.106.19,443,443,true,HKG,Asia Pacific,HK,Hong Kong,70,7.11
8.218.110.219,8443,443,true,HKG,Asia Pacific,HK,Hong Kong,45,6.72
35.215.157.144,44333,443,true,HKG,Asia Pacific,HK,Hong Kong,55,5.82
8.223.15.4,443,443,true,HKG,Asia Pacific,HK,Hong Kong,40,5.40
103.235.18.96,12317,443,true,HKG,Asia Pacific,HK,Hong Kong,39,4.69
47.242.25.137,30700,443,true,HKG,Asia Pacific,HK,Hong Kong,37,4.00
47.236.251.178,443,443,true,HKG,Asia Pacific,HK,Hong Kong,76,3.72
103.103.245.188,30001,443,true,HKG,Asia Pacific,HK,Hong Kong,36,3.57
129.151.148.35,443,443,true,AMS,Europe,NL,Amsterdam,288,3.43
138.2.113.148,888,80,false,HKG,Asia Pacific,HK,Hong Kong,121,3.17
206.237.22.91,548,443,true,HKG,Asia Pacific,HK,Hong Kong,36,3.15
8.210.58.6,443,443,true,HKG,Asia Pacific,HK,Hong Kong,43,1.80
103.112.185.138,587,443,true,HKG,Asia Pacific,HK,Hong Kong,40,1.50
8.217.26.56,587,443,true,HKG,Asia Pacific,HK,Hong Kong,36,1.40
43.155.71.120,448,443,true,HKG,Asia Pacific,HK,Hong Kong,33,1.37
47.76.245.221,587,443,true,HKG,Asia Pacific,HK,Hong Kong,35,1.33
47.238.58.125,587,443,true,HKG,Asia Pacific,HK,Hong Kong,38,1.26
47.238.236.147,587,443,true,HKG,Asia Pacific,HK,Hong Kong,34,1.10
47.76.130.197,60001,443,true,HKG,Asia Pacific,HK,Hong Kong,38,1.07
5.180.98.146,22827,443,true,HKG,Asia Pacific,HK,Hong Kong,37,1.03
43.155.71.120,548,443,true,HKG,Asia Pacific,HK,Hong Kong,40,0.95
219.76.176.105,12522,443,true,HKG,Asia Pacific,HK,Hong Kong,219,0.91
8.217.244.253,587,443,true,HKG,Asia Pacific,HK,Hong Kong,35,0.81
47.76.218.163,443,443,true,HKG,Asia Pacific,HK,Hong Kong,32,0.79
47.76.104.12,587,443,true,HKG,Asia Pacific,HK,Hong Kong,35,0.75
47.76.76.61,587,443,true,HKG,Asia Pacific,HK,Hong Kong,32,0.67
8.218.184.0,587,443,true,HKG,Asia Pacific,HK,Hong Kong,34,0.63
154.88.31.66,587,443,true,HKG,Asia Pacific,HK,Hong Kong,34,0.57
58.152.99.18,36022,443,true,HKG,Asia Pacific,HK,Hong Kong,214,0.54
47.76.215.14,587,443,true,HKG,Asia Pacific,HK,Hong Kong,37,0.54
43.128.26.74,443,443,true,HKG,Asia Pacific,HK,Hong Kong,34,0.50
47.242.209.195,587,443,true,HKG,Asia Pacific,HK,Hong Kong,39,0.45
46.232.63.127,443,443,true,HKG,Asia Pacific,HK,Hong Kong,185,0.44
47.242.145.136,8001,2083,true,HKG,Asia Pacific,HK,Hong Kong,39,0.39
219.76.176.105,12506,443,true,HKG,Asia Pacific,HK,Hong Kong,256,0.28
219.76.176.105,12588,443,true,HKG,Asia Pacific,HK,Hong Kong,248,0.26
219.76.176.105,12180,443,true,HKG,Asia Pacific,HK,Hong Kong,259,0.26
124.156.129.206,6666,443,true,HKG,Asia Pacific,HK,Hong Kong,36,0.22
124.156.111.215,8250,443,true,HKG,Asia Pacific,HK,Hong Kong,35,0.20
219.76.13.167,443,443,true,HKG,Asia Pacific,HK,Hong Kong,209,0.19
47.76.44.143,587,443,true,HKG,Asia Pacific,HK,Hong Kong,34,0.17
47.238.211.186,587,443,true,HKG,Asia Pacific,HK,Hong Kong,46,0.13
47.239.1.168,443,443,true,HKG,Asia Pacific,HK,Hong Kong,39,0.11
43.155.30.252,443,443,true,HKG,Asia Pacific,HK,Hong Kong,36,0.11
128.1.132.82,443,443,true,HKG,Asia Pacific,HK,Hong Kong,45,0.04
202.181.27.218,14526,443,true,HKG,Asia Pacific,HK,Hong Kong,192,0.03
47.243.138.97,587,443,true,HKG,Asia Pacific,HK,Hong Kong,80,0.02
8.210.96.197,12902,443,true,HKG,Asia Pacific,HK,Hong Kong,97,0.02
83.147.3.165,8080,443,true,HKG,Asia Pacific,HK,Hong Kong,60,0.01
141.11.175.133,8080,443,true,HKG,Asia Pacific,HK,Hong Kong,55,0.01
154.16.10.143,8443,443,true,HKG,Asia Pacific,HK,Hong Kong,57,0.01
103.20.223.36,443,443,true,HKG,Asia Pacific,HK,Hong Kong,39,0.00
54.180.202.133,2053,443,true,ICN,Asia Pacific,KR,Seoul,84,5.73
222.110.196.117,12129,443,true,ICN,Asia Pacific,KR,Seoul,127,5.72
61.77.117.139,11084,443,true,ICN,Asia Pacific,KR,Seoul,118,4.94
220.122.114.61,18024,443,true,ICN,Asia Pacific,KR,Seoul,127,4.85
220.70.204.132,12248,443,true,ICN,Asia Pacific,KR,Seoul,130,4.75
211.228.207.178,21268,443,true,ICN,Asia Pacific,KR,Seoul,122,4.52
175.196.105.220,18099,443,true,ICN,Asia Pacific,KR,Seoul,131,4.51
220.94.139.69,10083,443,true,ICN,Asia Pacific,KR,Seoul,116,4.49
121.160.137.82,11481,443,true,ICN,Asia Pacific,KR,Seoul,121,4.45
112.184.209.63,11602,443,true,ICN,Asia Pacific,KR,Seoul,128,4.40
220.122.59.161,12125,443,true,ICN,Asia Pacific,KR,Seoul,130,4.35
59.12.184.195,50000,443,true,ICN,Asia Pacific,KR,Seoul,119,4.34
211.107.83.151,10001,443,true,ICN,Asia Pacific,KR,Seoul,123,4.33
59.23.15.27,18062,443,true,ICN,Asia Pacific,KR,Seoul,126,4.32
221.157.12.225,30123,443,true,ICN,Asia Pacific,KR,Seoul,130,4.29
222.113.238.36,11210,443,true,ICN,Asia Pacific,KR,Seoul,131,4.26
14.54.240.203,21381,443,true,ICN,Asia Pacific,KR,Seoul,136,4.21
121.156.223.249,16001,443,true,ICN,Asia Pacific,KR,Seoul,124,4.19
183.102.218.139,18035,443,true,ICN,Asia Pacific,KR,Seoul,138,4.17
220.94.139.69,21288,443,true,ICN,Asia Pacific,KR,Seoul,126,4.16
121.159.230.247,22222,443,true,ICN,Asia Pacific,KR,Seoul,133,4.10
112.185.128.56,12501,443,true,ICN,Asia Pacific,KR,Seoul,122,4.09
121.178.83.129,30006,443,true,ICN,Asia Pacific,KR,Seoul,132,4.09
210.179.71.53,12347,443,true,ICN,Asia Pacific,KR,Seoul,135,4.07
211.51.247.247,12419,443,true,ICN,Asia Pacific,KR,Seoul,128,4.07
175.205.86.137,12416,443,true,ICN,Asia Pacific,KR,Seoul,125,4.05
175.207.220.224,18103,443,true,ICN,Asia Pacific,KR,Seoul,141,4.04
121.151.51.114,12360,443,true,ICN,Asia Pacific,KR,Seoul,132,4.04
14.46.214.65,12309,443,true,ICN,Asia Pacific,KR,Seoul,119,4.03
220.80.26.23,12322,443,true,ICN,Asia Pacific,KR,Seoul,123,4.02
211.51.247.247,27105,443,true,ICN,Asia Pacific,KR,Seoul,130,4.02
218.154.224.47,50000,443,true,ICN,Asia Pacific,KR,Seoul,118,3.98
211.248.156.161,12227,443,true,ICN,Asia Pacific,KR,Seoul,127,3.94
119.194.79.217,30501,443,true,ICN,Asia Pacific,KR,Seoul,154,3.92
118.37.74.210,12562,443,true,ICN,Asia Pacific,KR,Seoul,127,3.92
211.34.23.206,10397,443,true,ICN,Asia Pacific,KR,Seoul,139,3.91
121.189.160.148,30120,443,true,ICN,Asia Pacific,KR,Seoul,133,3.91
175.201.168.246,39322,443,true,ICN,Asia Pacific,KR,Seoul,128,3.91
169.212.19.242,17772,443,true,ICN,Asia Pacific,KR,Seoul,125,3.91
112.186.163.26,17776,443,true,ICN,Asia Pacific,KR,Seoul,131,3.85
121.181.118.220,50000,443,true,ICN,Asia Pacific,KR,Seoul,115,3.84
222.120.14.243,12615,443,true,ICN,Asia Pacific,KR,Seoul,124,3.84
220.94.4.65,18107,443,true,ICN,Asia Pacific,KR,Seoul,121,3.82
118.41.181.140,20106,443,true,ICN,Asia Pacific,KR,Seoul,122,3.82
119.203.153.186,12138,443,true,ICN,Asia Pacific,KR,Seoul,129,3.82
175.201.220.169,12367,443,true,ICN,Asia Pacific,KR,Seoul,130,3.82
112.185.128.56,12000,443,true,ICN,Asia Pacific,KR,Seoul,126,3.81
220.71.216.216,12511,443,true,ICN,Asia Pacific,KR,Seoul,126,3.81
112.166.89.157,50000,443,true,ICN,Asia Pacific,KR,Seoul,121,3.79
121.140.60.17,28001,443,true,ICN,Asia Pacific,KR,Seoul,134,3.78
59.23.99.153,12449,443,true,ICN,Asia Pacific,KR,Seoul,125,3.78
221.165.212.251,10000,443,true,ICN,Asia Pacific,KR,Seoul,121,3.77
203.234.128.143,12539,443,true,ICN,Asia Pacific,KR,Seoul,126,3.75
121.161.76.63,30110,443,true,ICN,Asia Pacific,KR,Seoul,116,3.73
14.56.226.68,38822,443,true,ICN,Asia Pacific,KR,Seoul,134,3.72
175.205.86.108,11480,443,true,ICN,Asia Pacific,KR,Seoul,137,3.71
125.132.168.97,50000,443,true,ICN,Asia Pacific,KR,Seoul,123,3.70
221.163.102.207,50000,443,true,ICN,Asia Pacific,KR,Seoul,114,3.70
121.174.143.49,12310,443,true,ICN,Asia Pacific,KR,Seoul,126,3.70
121.131.242.29,50000,443,true,ICN,Asia Pacific,KR,Seoul,117,3.67
121.128.254.108,34522,443,true,ICN,Asia Pacific,KR,Seoul,124,3.67
112.165.80.203,12160,443,true,ICN,Asia Pacific,KR,Seoul,128,3.67
59.19.169.146,18009,443,true,ICN,Asia Pacific,KR,Seoul,127,3.67
112.185.128.56,12331,443,true,ICN,Asia Pacific,KR,Seoul,130,3.67
14.47.11.69,12372,443,true,ICN,Asia Pacific,KR,Seoul,120,3.66
121.169.140.190,21500,443,true,ICN,Asia Pacific,KR,Seoul,123,3.66
14.39.65.18,40005,80,false,ICN,Asia Pacific,KR,Seoul,118,3.65
222.113.238.36,12115,443,true,ICN,Asia Pacific,KR,Seoul,125,3.65
211.228.101.175,20256,443,true,ICN,Asia Pacific,KR,Seoul,135,3.64
175.213.1.46,50000,443,true,ICN,Asia Pacific,KR,Seoul,119,3.64
121.131.201.82,25565,443,true,ICN,Asia Pacific,KR,Seoul,127,3.62
59.31.235.90,21249,443,true,ICN,Asia Pacific,KR,Seoul,134,3.61
112.186.44.230,50000,443,true,ICN,Asia Pacific,KR,Seoul,124,3.61
175.201.149.9,50000,443,true,ICN,Asia Pacific,KR,Seoul,124,3.60
112.185.128.56,12540,443,true,ICN,Asia Pacific,KR,Seoul,139,3.60
14.46.72.102,35222,443,true,ICN,Asia Pacific,KR,Seoul,133,3.60
121.159.4.180,40005,80,false,ICN,Asia Pacific,KR,Seoul,119,3.59
119.207.99.81,19084,443,true,ICN,Asia Pacific,KR,Seoul,125,3.58
222.114.4.16,50000,443,true,ICN,Asia Pacific,KR,Seoul,118,3.57
121.161.55.219,20100,443,true,ICN,Asia Pacific,KR,Seoul,122,3.57
121.176.120.240,10032,443,true,ICN,Asia Pacific,KR,Seoul,132,3.57
175.212.82.132,11210,443,true,ICN,Asia Pacific,KR,Seoul,143,3.57
121.130.138.102,12231,443,true,ICN,Asia Pacific,KR,Seoul,127,3.57
211.114.129.163,18081,443,true,ICN,Asia Pacific,KR,Seoul,124,3.56
112.173.63.71,35422,443,true,ICN,Asia Pacific,KR,Seoul,122,3.56
183.104.92.31,10123,443,true,ICN,Asia Pacific,KR,Seoul,131,3.55
175.213.146.92,12403,443,true,ICN,Asia Pacific,KR,Seoul,122,3.55
119.206.79.181,50000,443,true,ICN,Asia Pacific,KR,Seoul,127,3.54
112.187.7.220,40005,80,false,ICN,Asia Pacific,KR,Seoul,125,3.54
112.160.171.122,50000,443,true,ICN,Asia Pacific,KR,Seoul,121,3.54
221.159.73.206,50000,443,true,ICN,Asia Pacific,KR,Seoul,132,3.53
119.195.104.2,12586,443,true,ICN,Asia Pacific,KR,Seoul,158,3.53
183.98.186.160,12240,443,true,ICN,Asia Pacific,KR,Seoul,128,3.51
112.163.175.120,10013,443,true,ICN,Asia Pacific,KR,Seoul,131,3.51
59.21.199.45,20880,443,true,ICN,Asia Pacific,KR,Seoul,125,3.51
222.112.173.127,18082,443,true,ICN,Asia Pacific,KR,Seoul,124,3.51
59.18.208.224,12212,443,true,ICN,Asia Pacific,KR,Seoul,132,3.49
175.197.129.201,50000,443,true,ICN,Asia Pacific,KR,Seoul,117,3.49
118.46.28.170,12321,443,true,ICN,Asia Pacific,KR,Seoul,137,3.49
115.23.43.201,12253,443,true,ICN,Asia Pacific,KR,Seoul,126,3.49
58.141.125.3,50000,443,true,ICN,Asia Pacific,KR,Seoul,76,3.48
112.167.55.175,50000,443,true,ICN,Asia Pacific,KR,Seoul,124,3.47
222.99.156.159,21325,443,true,ICN,Asia Pacific,KR,Seoul,128,3.47
211.185.2.191,16032,443,true,ICN,Asia Pacific,KR,Seoul,132,3.46
59.29.187.217,16019,443,true,ICN,Asia Pacific,KR,Seoul,125,3.46
112.187.164.131,12505,443,true,ICN,Asia Pacific,KR,Seoul,126,3.45
59.5.34.142,12423,443,true,ICN,Asia Pacific,KR,Seoul,129,3.45
121.145.153.217,50000,443,true,ICN,Asia Pacific,KR,Seoul,116,3.44
211.223.120.221,12104,443,true,ICN,Asia Pacific,KR,Seoul,128,3.44
221.167.32.89,12437,443,true,ICN,Asia Pacific,KR,Seoul,134,3.44
220.82.46.157,39822,443,true,ICN,Asia Pacific,KR,Seoul,127,3.43
221.165.212.251,12291,443,true,ICN,Asia Pacific,KR,Seoul,122,3.43
211.248.217.7,50000,443,true,ICN,Asia Pacific,KR,Seoul,126,3.43
218.146.200.8,50000,443,true,ICN,Asia Pacific,KR,Seoul,124,3.42
14.38.164.139,50003,443,true,ICN,Asia Pacific,KR,Seoul,122,3.42
121.161.76.63,50000,443,true,ICN,Asia Pacific,KR,Seoul,121,3.42
175.194.73.189,12105,443,true,ICN,Asia Pacific,KR,Seoul,125,3.42
121.153.173.117,50000,443,true,ICN,Asia Pacific,KR,Seoul,120,3.41
59.30.229.122,50000,443,true,ICN,Asia Pacific,KR,Seoul,122,3.41
222.116.53.111,50000,443,true,ICN,Asia Pacific,KR,Seoul,129,3.41
125.134.72.215,50000,443,true,ICN,Asia Pacific,KR,Seoul,120,3.41
211.184.62.104,16072,443,true,ICN,Asia Pacific,KR,Seoul,128,3.41
59.11.181.217,12000,443,true,ICN,Asia Pacific,KR,Seoul,118,3.40
175.207.106.91,18028,443,true,ICN,Asia Pacific,KR,Seoul,111,3.40
222.120.114.19,50000,443,true,ICN,Asia Pacific,KR,Seoul,132,3.40
112.161.49.84,12185,443,true,ICN,Asia Pacific,KR,Seoul,130,3.40
183.102.218.139,10026,443,true,ICN,Asia Pacific,KR,Seoul,119,3.38
218.157.27.76,12393,443,true,ICN,Asia Pacific,KR,Seoul,129,3.38
59.25.212.18,12579,443,true,ICN,Asia Pacific,KR,Seoul,122,3.38
175.212.223.229,16040,443,true,ICN,Asia Pacific,KR,Seoul,124,3.38
183.104.92.31,16047,443,true,ICN,Asia Pacific,KR,Seoul,132,3.37
221.164.240.160,21515,443,true,ICN,Asia Pacific,KR,Seoul,121,3.37
222.107.52.227,50000,443,true,ICN,Asia Pacific,KR,Seoul,126,3.37
59.30.88.252,12426,443,true,ICN,Asia Pacific,KR,Seoul,136,3.37
222.117.185.28,32822,443,true,ICN,Asia Pacific,KR,Seoul,129,3.37
211.216.126.146,12441,443,true,ICN,Asia Pacific,KR,Seoul,129,3.36
118.34.79.84,11111,443,true,ICN,Asia Pacific,KR,Seoul,142,3.36
211.248.156.161,12130,443,true,ICN,Asia Pacific,KR,Seoul,120,3.36
210.121.207.53,50000,443,true,ICN,Asia Pacific,KR,Seoul,124,3.36
183.108.70.184,50000,443,true,ICN,Asia Pacific,KR,Seoul,122,3.36
218.147.120.55,12548,443,true,ICN,Asia Pacific,KR,Seoul,132,3.35
211.251.24.166,18081,443,true,ICN,Asia Pacific,KR,Seoul,122,3.35
112.162.70.172,40005,80,false,ICN,Asia Pacific,KR,Seoul,118,3.35
211.223.106.3,50000,443,true,ICN,Asia Pacific,KR,Seoul,120,3.34
211.197.155.29,39422,443,true,ICN,Asia Pacific,KR,Seoul,120,3.34
112.172.38.246,18049,443,true,ICN,Asia Pacific,KR,Seoul,126,3.33
121.170.58.187,10106,443,true,ICN,Asia Pacific,KR,Seoul,121,3.33
112.170.80.93,12432,443,true,ICN,Asia Pacific,KR,Seoul,149,3.33
220.78.176.158,18059,443,true,ICN,Asia Pacific,KR,Seoul,127,3.33
211.106.134.193,12391,443,true,ICN,Asia Pacific,KR,Seoul,125,3.33
221.155.187.77,50000,443,true,ICN,Asia Pacific,KR,Seoul,121,3.33
61.77.77.3,12258,443,true,ICN,Asia Pacific,KR,Seoul,122,3.33
221.163.173.252,50004,443,true,ICN,Asia Pacific,KR,Seoul,129,3.33
118.45.92.163,12106,443,true,ICN,Asia Pacific,KR,Seoul,126,3.33
112.162.70.172,50000,443,true,ICN,Asia Pacific,KR,Seoul,123,3.32
121.187.176.122,50000,443,true,ICN,Asia Pacific,KR,Seoul,128,3.32
175.197.149.153,12531,443,true,ICN,Asia Pacific,KR,Seoul,122,3.32
211.230.64.93,18025,443,true,ICN,Asia Pacific,KR,Seoul,132,3.32
121.163.24.128,12471,443,true,ICN,Asia Pacific,KR,Seoul,135,3.31
183.104.92.31,17102,443,true,ICN,Asia Pacific,KR,Seoul,131,3.30
59.2.75.64,37722,443,true,ICN,Asia Pacific,KR,Seoul,131,3.30
218.148.7.82,50000,443,true,ICN,Asia Pacific,KR,Seoul,118,3.30
220.76.29.45,50000,443,true,ICN,Asia Pacific,KR,Seoul,127,3.30
111.118.25.183,18033,443,true,ICN,Asia Pacific,KR,Seoul,77,3.29
222.120.196.136,10043,443,true,ICN,Asia Pacific,KR,Seoul,115,3.29
121.188.230.88,11480,443,true,ICN,Asia Pacific,KR,Seoul,146,3.28
